"bearer","total_share"
"a0053e2379329c636197533c7b579ec302fd6d1feaa7183ab493786a8a0115a8","2"
"a009a080c6f0eeca5483567ad62014ef8cf7cfc6b58d35efe81059bf505dff07","2"
"a0064bf66569978db5afa5d2641acc91c1b2b220f578d6de4433d1b190cc642e","2"
"a0066f850c05a2ce99989d161f42de8b19adf3eb5853031eff0613eb30ba1059","2"
"a00e19bb09ec6e5743c1e19944930d34d7d9c268f4f9253a83ae727cac678d23","2"
"a006f4362e201fd370f9a1476379763b768f9dcc9dadbf47fd2bea4d7ed73cd6","2"
"a0073cd0abcdfb19005b631c6d40b050cc27211a90e795d1a7ae4f3a2d48e0a3","2"
"a00b0af735f3a7eb2abcb8f08ba56126adea5c182fc37a759a7c501729023568","2"
"a00b27c70accbc2d7db85b927c9bd08bb43a42687fc1e9d2ac0b683a00af592c","2"
"a007883dbe03e9b2168e9d8ac907bc0eba00fc5da11ee0d70686b54f94daea9e","2"
"a00111223bdde5c46c7744cf47390ceadccefcea92c552ed0136d80437e17b80","2"
"a0016e6c67c35f4ea9dc1986aedd13a057e0af8303000bdb059ab55e2c55f197","2"
"a009416335912f2eb11ee40a637e64fa3a527b4d0bd4ffe2bb44b0484a45b019","2"
"a005c9fa3098853ae00abb8a85cd8d596f5db96091296026751ca824943e8536","2"
"a00df7054fa9502821addd4faaaef9cb8d9c23efacc5150625e8666943fbbc98","2"
"a00a948a68dd092a36e26c0ae8a454bb82a424668c82df55af338c351d7fdef5","2"
"a00e4d108ffdc2bb41ffb91ceff1e6baa5f05b0e317aca5fe4397c75d302fdd9","2"
"a00ac65b5598af8071da98f48580ad2dc88f6c255ff5335751bcd9f383460349","2"
"a0074e82dbb59134f3516f77478037f7b0abb54afb2125712a32caca09c65677","2"
"a00b15f574c4c7cec1ad9d3f6beb79e32bd077a15c0db5cb70a99192f49f1bcb","2"
"a0000db37a887acaea3fe565373a517bcff3fbb7ffc1df70d5567da088df088f","2"
"a0009c899911ee52be743a9b925828df36421add1ae88009bade0c333b6746f9","2"
"a004b7a189849399b76809b9660b4b9035adf1f8615678056b022d430f2256be","2"
"a0082a64eb7d2ee0439d06ba58e76a3d0d26390645df096b40c4fbae9b9fe3e4","2"
"a0085518d07c848c2b55d066001ea91ecc7b1d3aab471b648ea6e37b97f0e0c0","2"
"a00c26536f73f0add51dddd5ef3220bb1842b2783e8ba1c4dd4a2da172b1727a","2"
"a001a41f48abfa02db5850715109c6b9d1670814375152e258aa11def9820e9f","2"
"a005aa273c77c67a32e726ccec776ed1f80fb8f02486503da6c65d077f02c9ca","2"
"a00956478a5ab8428d205cefd3c488dc6f78c70399e5e9ff43765bb3d270bcb0","2"
"a0098f2d61a633cb0472d9b1c7f369d9079bad5bc6bba94f5501cd36719dbd2a","2"
"a00d528a4a689784639dcf0b86ed812fadce01129674b4512463e6d26d4bc5b8","2"
"a00d89a99a88c20a7ad0926015c10afba526f4115b9ce66d9608c38e0d25f793","2"
"a0066082be46664cfaa7247123447b53067cc36043fffc1ab7f1cc76d7d11983","2"
"a00a7bae42af49fd3a7b36415883edb35d26942325a83e5154a88d143e6ae091","2"
"a00aa6d9a746ddc6c95f0c6a7520f353f994226c5e2a06a339b9b1f31f4ba3f2","2"
"a00adccbb3d1f4af5a4e25786aa7a9235c9594a0792244de10bb81142d2a480e","2"
"a0041576f978ef6e481f64bed49e427eae526cf5ace621045ebbb4e2990d7fe6","2"
"a007a12712fd82b62116e4405c7af48cc6a11b95e751a8d34253c7906496ce8c","2"
"a00f618aca2a85c95b5c620b251861ae721415980f6ba564927d6b29ff70941f","2"
"a00baa327ba3ca7dff1518401ff82aa6e5b7b86d145ffb0af2da37b043401a64","2"
"a000aac8f275f32bb786af6caec7cb4b197a42b745027c9ea5e5a48e77e4f184","2"
"a00bd710d58f52f424add22d4002c21a56644f99eebfa21b7a29628f6948a6ed","2"
"a00fd394093c5fe3f2681da858bfdcb6eb68d8046ed139805ada4792d273194c","2"
"a00c003f563c055b72b72aaa167859a5719eb28311502a700d930e3fd751fc05","2"
"a0085e77c56beb61912270349e52fff625b282b8e7f1cc800e5b9be8914f5772","2"
"a008d369fd7ce6e64284510c70acd056067769c1471622a603b5af9d10b5a643","2"
"a00d2a29f46c55ef6dcc0a22a9645b0caf4c6efa68ccb0fd98f83d2383c362d5","2"
"a00261c6e4ae7bdde6105b2611d1c0c6d0e7bfeb574a0bd695b912ea26fddd7f","2"
"a00a103f7d682a219d49440255fa0f190586e08ce1a13492eb2aaa829ffa20b6","2"
"a00a45ad2edf4bbcb242e574f67e42c8dc5ad2ad170c49a562eff8a0177bd452","2"
"a00a669137f256e40bef499c24479b33af8094aa7790437fbd12d6a64c9d101a","2"
"a006ba4d0d1760bf45eb87cbec347206fcec92ea5bb94cd2b923c7643fc38d66","2"
"a00a85b34d9fde9e7bbdb89959e92d6b01259a5bb19eb14b4ffe5d154e26dfb5","2"
"a00e3da26c7d343a47f49db3c39a8a331bc95366d92bcb0c28a9928b8f5e381a","2"
"a006f0fee31ebb3231739af34f68b7ad8d9103dc49c3a27b6a7e48268784502d","2"
"a0073b8b83687d490f3bf2677b10529190acf5237faa6b6a2a665e754e47495f","2"
"a00eb5eed8c543b3e342dfc6e7341dda38a060d07659af7047f14ff88751992b","2"
"a003fdc416a5af3c7ecb15be727f161f985fa8ec45176bfad0d954e4e97f4552","2"
"a00425a3e2060969359065f4c7b0e248f3f7c3bf70c6b9fbaf5d1588700112df","2"
"a00f4b21ef87936729165df84ab8e3be43d9ffae14797b83074a8737db5344be","2"
"a000e0222455af46ee0e4b7b660062d309300459a7eb80a24c5745c3457e102e","2"
"a005178c312fbcdd0a83579e269483c5571f2ebc3f946140780bd1c1281c2825","2"
"a00870e7a6434c275fe27d784d2c6521efa7ebf6aa3fb96ad113bd7dd28ed5fd","2"
"a00c3e9b7d30e0c5ac4e34e3f0037b1dbd4e7608dd9780e6634126a022b76c9a","2"
"a008b94d1c264f4f3a802c0d5a69cf2726d1268dcfaf70eb6abb3fc0fd45d023","2"
"a0056cae041c94baeb6add81180c8bdca34da46d6819fea04708e7b845c6c4ba","2"
"a008ec8be5a0de7e14b3e91968de0f5d07b045f7bf8642d5a064f0601ecbe621","2"
"a0097ce7cb3185ebf85a066bec71a466e15f7ed1f10864f46aaeabe736322cdd","2"
"a00d08e12b21521541939eeb048cb0ba8ff2404a3fb9fdbc50f0d3c36b75d357","2"
"a00d3cc415f3d7f837ab1032aeedddf011eed24f48bb1a4aa60d39e049b25c94","2"
"a0027578363f90d50715829134be055d78467d927f4804428e1ec712b94290a5","2"
"a0060f22372d1bb64e59e776e12a9183f3c7720b88acf0eba2df9b203ee5a2d0","2"
"a009d21d5ad4a05285c75bbf3e7e4e4e4c5b41606fc4868cd019129153bc2aed","2"
"a002b9dec214116e3bd39f8c85a499b4789c7a926894b14ce5282a1faf29c803","2"
"a00a75517e47df4465d5694822381b31db3703431cabf64fd5a3e411057aac74","2"
"a00f1fd5797e043c88830ebbb5a069f35f0bbbaa90b8308cd0000adda9350cc8","2"
"a00b5cc67d7502aaab8cabc659aa48cdafdd4bdcf69b49c981e4c934831e8eb8","2"
"a007c4b445151a17c2f0a0e024d79b263811380b323e71e0fcff631437f2def3","2"
"a00854673e82f7f3472c861827ffd40fa0f3b76b619cfea7f5088a9b153d3aa5","2"
"a0014c623c7c3658f9806661dd612dc5486658da42637944c9c9d5923b960e16","2"
"a00c50c4e1c26d70530a61c0c264cf71512901cdf24fc256c37830b73784abff","2"
"a0091061be0fd9a01ad920e86a283dc5e4a276347927dd75a76eacb9704638d8","2"
"a00208b97bdff1a9f5c1a23812c1bf0ac4f5490302ed28aaae4146750ef46569","2"
"a0098a3aa61373292e0b0bbee08637f9a3248cb8cfc62743f2a8323f3c892565","2"
"a00d13cd748063bfff349cf1af614f4ae178382beda7212cc56e2a7a24f23b27","2"
"a00a2eda3b5a1e6cb33613ea24c6a42f7c6927a9873bfb642e348521c60eac35","2"
"a00300f6c797b760692d77d34ba215e74f89a5f7445e3fed96539e733f8236ce","2"
"a003ef304065139b391423a24b395288f67001d421996b40eb1a76deb4ed333c","2"
"a00effd11ec1c896fa12790217462aaa3cbedbfe6677e5d793d4e461fbe2cb3c","2"
"a004576ec46b14182f3f8ee07177b4fa55710a059f5d54c9c7632e7b46da4f02","2"
"a0080b36f87597734e248edf0af69d2011817c1d9ac1b5990bb15cea5a1be59c","2"
"a004e9bf68ab22629b42312b641f4a4e800be566834576684904e89f74bb638a","2"
"a00507a41252eade79b919959b272bd2a2ab051939a6f40597bfaac87e22f826","2"
"a0017eea01e2035ce8060a7eb17598017f29b9b2d73c5ebad2e0fe0e3c89ada8","2"
"a00554bb494edb3a3b858513b37f57d4de33ee9a1471dae7aff942d38a9173ac","2"
"a008d29d561fa48319f5c5f4483955248e332f92406d58e358e61ee7b8039ebb","2"
"a00591bf0f82f751cb7b49c702ad1ebad4f764e72c1036f6e029ed13a12aabcd","2"
"a0091ffeaeea5b028e62777913d65784c720e5d83a55feeb630966b79d339db7","2"
"a00cebd1967af64dd4c08d44bcbedaa3d059ca2ddb3807a82be44e4aed7df5a9","2"
"a009973e043035696fb5d00663af8474855681bcd9c712cd092f4533ef9fbfd3","2"
"a00644d659b061107f5417af8b994ae7543bbe1ea61488657e8704116d973a9e","2"
"a00a418910a679f7576e361d5edc7c11d29b5bc27d3ca053474d50a31539676e","2"
"a00dd81209158fbd45d49a71e2a391eec044a232287a2b58a9cd589094d7857e","2"
"a003500a1590e8e27cbcfb6ba9c2aafce4e30ffe6ba0baac730996d319fe6b13","2"
"a003924df154151b8cf2050d9602dec35e3ad6d831f9b5b242eda0aa44a37c0a","2"
"a007882ef8c621a95375b6e72fca11ef19d4a7750d9240f730d2d01b9ac2e4e3","2"
"a00f106a0a5885e97f508cfab96bb26f54de0a78f53d5a73481eea50bec80bb4","2"
"a0049eea13a251a60da99b40b7c80e0059ccfbc58c3b9c739fac70b5036cc836","2"
"a00f6ccafb5fb3d719d4b65f6933e9dd803418b342d0c37010a29383a80aa406","2"
"a0084087a1575c7832126107ae7e2aae067d5db276054464777d944e9b390ebb","2"
"a0013755bda4b4d41672472c0e723ab463ad3a099e6e4a555d82c7d481fae3c3","2"
"a00c3e7e9c2f11b8c1ce4d5e092c43fa04cd52474fd53e9b40e1b1d8bd50a5a1","2"
"a00c9e95fe348f14f26e4ecda43ce8a837124de3b97f5d467fb43f20c29a2876","2"
"a001c660ddb4ef22a829923b577272b320bca406ca25e26720bb87156edca649","2"
"a005c6401fdbef28ee8141922ac90f4a12a966d0e0843c6f672cf6b3feab541b","2"
"a009d1d2731dc6b5bf0e0382b586111c9c746107af97c861337c0cc3a4172a1e","2"
"a00670ce28acad29432b2c60d1bb9e64853713cc247c43ebc45cc3057d1873a1","2"
"a00ac24fce2e32ad1eb91506e2aba3ed810f78d6774ad7c4c991dadf5bd66ec6","2"
"a00e9a31ea37e043d924db51c1cf3ed56d4d55ca8a9791e30ba0ed238726b610","2"
"a0078d7f668ae5a5966aa630730258627205821f18b375ebf4afce39f466d9d9","2"
"a00b5a3ccee253c7d0fbd1f48401d5aee4c0d9ead3e8614ec1032d65857a9a87","2"
"a0082535cf4514958cdb9bbda41b01641c8c601a2c1815e3a78edd55b4d370e6","2"
"a0019f4e0fa747ce86eafa28e212a498df631e3232f2d7c0ca0356dbdeb2cc58","2"
"a005798409eaac683e1d5f139e48e06aa048c23c42b89cfac4b979197908f639","2"
"a001d47bc80b23a15925291ded4e8b75b65d0f6ed8b94bfe6e8fc8c7d4d88b9e","2"
"a0024a46f8214af974734b3dea75983440c898fea6c3659ab3604d2796228ed3","2"
"a00d4f9e8ca5e0d0c2d6b983a50aca6c076fc87160578614fa30172273e94bf3","2"
"a0028063c6f1df8ab5b3126b4c85ed04c56f042d02b77ae593d0f2815ad8dcb8","2"
"a0061d289297f1ed976aa4ab24a8cfa43be02925ab5f10d1216a79ad0c166701","2"
"a009e8a3964727c57a9cd31cdd66f4a2160a2ac1bf34c6895087accd6d7a52b8","2"
"a00717df99031e9cd05b1cdd673de37d38fce8871a1a5f7fde0c6d9a1815ca21","2"
"a00b1bdb3ffeb13cf061da192a17546d1d9d4b5f738ab87da0f6df948ccc84fc","2"
"a0040c5fe5f7d69c6403846fcda1d7ef5c6ff1ce576981c8d2fd9910db1bf752","2"
"a00085f31deb5ba12cb06fd599eb811827c34c082bf7b5a96150d46751869071","2"
"a00ba040a65719d1ae9eada92bfbefa2e51186d40430c70058b001ce4fa76c20","2"
"a0082f85f1a56e028201a1a1df0b99556b800d533170ba7b62df0e3248ca5e9a","2"
"a00fd2569ea21376c7fe58af5e2b790a09ea539a0f11536f3d1bab4b587c1f8e","2"
"a001e134b4444023b9a9edd4061717f2cd5196852b9b6981fbbaa37a036a54d0","2"
"a002187d685d207267f7ba7674d46627c176ccea00de270b1ebaa5f447190fd8","2"
"a0025bbfb1fc69141465119dfbea27b41801132f974029001007950740f08fe6","2"
"a002926366d6d92e28c64858c358d1b8918ef249d07faecf3b38347260c8c9c1","2"
"a006e95d5ed0939ea20eaee1b4cebffee6ec90fb42b0401a3159e5ec59acfde3","2"
"a00ee238d419c81202663180b1017ef73f85e4f3f98856c674f3e1f964dd73ab","2"
"a00b2517d02d8c4b9d886fd8aec680490a0b50fb22ed01e695ddd43caf19de0a","2"
"a00f697bbb83496900f72499cd3a51d29b14310f3d04797bb7744c5d174a84ce","2"
"a004c72586735f2eeb0b59e9e504e0caf1c7423dd1ef4e8a55dd44353fe2f657","2"
"a00fa4fde8a68d2eaf1e44080f86e3329452691c8b14283e41fef671342a1440","2"
"ae0fb8f917060083890bf8d515dce010e2ef6ecae3bc497845113b4459c65295","2"
"a008e5946882d1266ed023b9f6cd27c3d8896124fb21ea8dbde19ca6a4615c28","2"
"a00973f3f53e9adc51ca6f125ad168ab9b4eed783944aa8753d4abaed8452647","2"
"a009cfbd6728e0c44c5dce01182b109301ec3df96b455f03cc1e7506219dd813","2"
"a00a4d57c89b55a16124fd25793b7390af366e959ad0de823302ae9d52bce2f8","1"
"a0032044e4696323af91a846899ffbbe456b999e818454d2f16ffc16c96d19fa","1"
"a00a6fd04aaeaba162b6fe3b76be64ed66308b261aaf237ccb4a10d61a71423f","1"
"a0035c4173b2a9755aecdf6e1040f751ce208310fe3c84c4952f6c2b3f22e09e","1"
"a006c3b858932191341e656aaa90213a07792c1d374d7b9d06491617c5298880","1"
"a00a8fd8a6fdf601cbc29e9da11e7dbe98673f805ede256be5e505b8c7e90cac","1"
"a00e470b874608fb81657d25e257024d361e45de25e4fa32c162391cfd05fd62","1"
"a00ac1521d1672d6f5aa483e805ee087865b9e2582be692657b0b2f79ad8a434","1"
"a007354829266d9a382f5380e85735082aa02515cdb0ab58d547fe72e4cc371f","1"
"a003dd37b628b5fab0eda3abce2351233816a9e859889e6237d8007e345ea932","1"
"a00762072e3bec3771808da53f298f604761297ad130f5e96851018d2641730f","1"
"a0078b7a2031dc0d8011759efebb39bfb792134c5c83b086b396c9a52dd448e3","1"
"a00f1ab40f7972e02612ae6cd421039945762bf79469fc0fd4113fc54c2f7a02","1"
"a0047916dacc84233ae063fb6152f59a195881114aea9ebb5ced62a204d99e43","1"
"a00b8cc700da1e6a01e8c0d81326005227acc3def2db583f9418f5854c24588c","1"
"a004afaa29962ca27adf89acf9a733c77cc64aeb418ce62b779c88a7f2f1f2a1","1"
"a008248264ed30ce15bbbe28fe6ea3a2a25f4846675057565e38222e8c2e6643","1"
"a00be5934883f4968cef975628993447d35b741dac2047fb17fb1b794f10df67","1"
"a00c1e741706dd18596ca8e95fe1f021716931bfb9e386e85c628e8c4c61d7bb","1"
"a0051a6ace2438bed3efab82954470d0cb37242c8a90f3e39ee661d2ec66bffe","1"
"a00178d6a943b436d6f96a168a2c894e587d2d0225657d31580b9f4142ddbdf5","1"
"a00c7f0a62c6a910bc96e4880b407bd7243f04d132d1f3efe48c14c77f4df31d","1"
"a00ca8474515ebd105c9648c30ba717add7b2e0ac89117c9057f0b9d404497b7","1"
"a005a0ad9ccfe1feab603fd4db2f7a08abddb8a321e4c6f372e1ac7ccd0ebf2f","1"
"a005cd28814f460d5fe6327427f4d493521727b3b5c066b9e9f8a9d17fce6dd9","1"
"a00d112962ad63829390ecf7284a30907cc25f7a43dcc1c55a8fb999b8f3220f","1"
"a00244a1cecdb0066b55bd0be62b4829f2b5a5b187b22b2cf95596eceec3361f","1"
"a00d4b5f2d29de8740de507fb74abfccd65c590098df850defff2b508c21cf7d","1"
"a009e49741b40a9332101ca27a110109ceecf08c12b8949cd90c9e32325ed0de","1"
"a00a2ba45271d1ce92ece80d3e01a267aab9b43be700b776502bd0cdac417f0b","1"
"a002f8791fe38412405685d9986087ab83a8c8a1b9299dfefff9962afbb9692a","1"
"a0067b9254727b8644e66099945a2dd74d8198dd96e4baf57347a1567ce5f55c","1"
"a0033169785d578bc2f1d9c5caeff18b7c7c74027ab59f45d422bccd3e5acdf1","1"
"a00a9738618052aaa574fd4669636139221368c29b1a76cbec3ed52335519d93","1"
"a00ea2304e4558e40e4e584a596f60f125edbeea2287706887b4712540afa616","1"
"a00af6ebf04019ac4df3ab673418ed8cf53ea83da1d7e262845ff94100578cdb","1"
"a003e8c3e255bc5e02415f1a97c4c4d6d26006e1b2d36f1a156db0c93b322766","1"
"a00750722a7beafcbf1686c9925382843061c62280ee5fd2e77253ae69c9a2c6","1"
"a00ed2a98826b89d13165f849a8ffed83b49311bd160cf5d75fc2fd8ece68ed7","1"
"a004869a7b54f3b119eea741ef13b9b69694764fd3337e8a283ba091ce45e54d","1"
"a00f5c3c9cc2a2f6ffb806dd08398834c663e99179386ac0d185bf6f92e84e16","1"
"a000a0c9e534819e3529df8ec5da99ddd8fba1ffcb3705fa5b39c133324240d3","1"
"a008022fb50dba6cfe78bb4a11dc4155d3361f2e21c25f31f9f75727d019c5d2","1"
"a0010043ff451ead99473aa76184cd9d5cf982bebc585a46fe99a260e607a82f","1"
"a0052a6a534ee7528cda137012ce7d236435c7be9542ca9eb40df4dbfe5cb491","1"
"a0017df8876d44884e3f967ffb5c8f3ea451a6091e13e1bf5fd7473e1c486f0e","1"
"a00c93590b31810afdeed78324ded3290e0c327d218709fd5f8b93ed0d83b4a7","1"
"a0091f25e21a6c779a14e371aa641bb01058e9d5737cf6bbda0106a13766a96d","1"
"a00cb96a5edfdebdf3ccaba7f4f1bf7299262faeba6bc67e40d65f3cc28d044d","1"
"a005b33c57fb27539994a6477dd744631fb73e14882d25cb9c44152833017539","1"
"a0095ded6166c4185c4757636a02dd172cfa1a93b66be9d0c5b9b9e4c65e986d","1"
"a00211c6ae3ae30583509ddf6ccb9c65abdf48302eaf62e73ef2b7c3aaf825d4","1"
"a00d5575621769a1fa90db184f3981e464969a619b7e028008b95cadf1be9eb1","1"
"a0029a294c38d6564792c7c5cf6edd3900ed6c4ff872218d392c438156bbd9c7","1"
"a00dcd3962311e229868b25dd6ee7a705d9b1d73378b494086de6032832f987b","1"
"a00686150f3227bf91daf87472c4972ec1360f73ae52480c3f1df6a96378a880","1"
"a00e0756ee3a03700002224dd744a1308702f15f68b01dd331301d50fe055e68","1"
"a0033c066ad0547c5db6849077987fd7ffe780d80bfdaa339841803f6be692ba","1"
"a00a7e1d64bebfe19ff2ed2fd48d086db4c63544211e42b1eda0a542467ae155","1"
"a003720b43d5464fe7ed4efbbb010878b18507033ad6e499150a11cab8455977","1"
"a006e861eada8dadafcb96b0879a5fd541553873c7b919cb689afe34b5f8488c","1"
"a00aaac073dd58ef825dd3a10ea83a0de15f60086d2681fb51c704bee430fb58","1"
"a00b23eb25b440597077cf558ed67f8025c63bc8fac4a93a004f17e00d3d81d1","1"
"a0002cb0bca4453d26eddc778306806bdde27ac7fc1e6c091175156316c1b538","1"
"a00060c12dd92c63c04e6cd76420e4bf50dc21237b4af7a425951154963754b0","1"
"a000b88555359873d074c31a4d2889eebb80df4ce7cc5bea9a771c501d5942c1","1"
"a00810ff44e8863e2b062facc7602f9a48c35494bc9df59b1c17f01b38bcac5f","1"
"a00836a7115eb14083c671481657760a7bad8c082d1c4fadcc08c048a2db0c83","1"
"a0050cca7b956213c917ec1e547d1c0a5ceb0cda3661bebfd9d8258b77d23d18","1"
"a0053ecb8a0638cad6b5a347066d44b47c4f01b03e30da74eaaceddcbcc7d27e","1"
"a00568ec174e29cd02ce6a72f14d281e9abb084a7384306d54230ee2d66d1f00","1"
"a008e4db989e6adfc489b5ee283fe40b2bc099f81921467953e86f7328a6aafa","1"
"a00cd0115434d930a52074e8e4f1cbe976abee8ef6ef7b55d971bc86daf6b734","1"
"a009729ff3ae2afc26ef3deae2450862614ecdf4bd44c0f20c2611972b2adb55","1"
"a00226afd0f573d4b4d337d05a727ded9a9ff2fb7fbe93ddffca39cefa31853e","1"
"a009cd985d9aa8af760950fb3e8e97608301bac22cf9394363bcf5359a78db4d","1"
"a002b31425807bf6cbf39cdc68e489fd0353266bb2b359aa895d1066e149d0f9","1"
"a00a14156330c8de44bd83383352c3c3aa051cf549e9866ff3e9838fabb78be4","1"
"a002e1ea644465ce05c30cfa9ce312251ce450d218332ebffb9bb40f1408f67e","1"
"a00ddc358f06d70a9164597f55360eb797b563945cd56c4ea8b5a92629629e2b","1"
"a00e450e4a9e20402dcda70f8c8ccdb309fa4f561dc48dcc80df4950010e495e","1"
"a00733f00c523e277c92eb0128dc11405f8342badcac46f17266ce2e102fea80","1"
"a00b2a9ac24ec40d96fd963cf3846d938b827660a6abd850d3d5aa44e132217c","1"
"a00427d833481a764dcba5e395ddf28f3eee16dd7ed4b015c827f2ef26ec1600","1"
"a004769ab2277205654400115c7a388743f529948e45b4f9a64c0cd636ac3cb1","1"
"a004a90853400f88bb381bebe6c98597eda7f23a5c40d68aa990c074d9bcd96f","1"
"a007f148fda96322400667491af536ab77d73616dd95f94649c9bb1dc370d361","1"
"a00bbb82015a2318ab5d3fa0c275b4484becb1d3e7d084bbcdab7078c7ade155","1"
"a001447e4d44ad0b94a24cc47dcfb9a06884d106e9bf6bfbcbac8be27d7c3d2e","1"
"a005196f0aa347f494a79ab8bbbb4bc965229d31b51d03a928d8c4ee124506c5","1"
"a00c4d97b45371f2b27ff064aea0f3929ea6dc13dfbe75b4745041d26f0abe4e","1"
"a0090395b3df61c74ce376e581561d8e36626095305e10d1189b562fc0bd9d06","1"
"a00d3f86bc64feb8bc6e5dfb561f22db10c201b2d8d55f3af8768e9e9c11f511","1"
"a00d6d40ef631b900fc4fbe71c08d36df46465b0207a77b2afe31e7b05940188","1"
"a00a275d756188c1229f44f06b741d83a0c43ce04711e590a57109f0e6203397","1"
"a0067b62ac9afcf39a2c6abc94e2bfb1257be96d93a75a14dacd734f471642eb","1"
"a00df82d02924abc76d118195635604f9c9f4b11f26b57b09198d16c83b19630","1"
"a00acc06a4aebc4d286ac390895c26ad48cdb0c7b492043daebbf4d9073ab994","1"
"a003e8986a642243666f3265131ebc40c4be7380c8a6c9f986f0960cf5680ae2","1"
"a00efa058070dff0a9ceaf07bb9f63dd941dd540b8a64b8b5efab10416f50aa2","1"
"a007cb1ec82a62d81b8f7343b75278e291e36741a6e034d3bfdd9658e071eb8a","1"
"a007fb27edf8d1435de33421e9aaa3d50558c6a9f459fa550fbf45ea5fd3a6a0","1"
"a0082ad957e5bdde149f2e722254cddd9ab36f556bbe4b1f4c16946b48eb95cf","1"
"a00bf3b71f1532b3ac085e2e839495391c72e3402bc0a492b7eed3f6961b10c1","1"
"a00502d82219653770017c2b7d8f64fa328e0b4fc8e372ff208d9fa9ba9e392d","1"
"a00c270554540d6ca4b08b36af4191effc010e3a7c9b0a175d444f6b71e6bc0d","1"
"a0015243e20f994a198ce0753a3329f69577331dd9231f7486e413eb614fa612","1"
"a00523cc45e7098a30d0864d1c4949f942aec5d91e81b1900ef549459286ed03","1"
"a001ab128e12e48ff745d0056d5d0a0b19b915337814a84ac4e09a06ee174865","1"
"a00582cf93c1344a2385a2d649bc74118d3ed5b67454c6c32a0785e912da2e2c","1"
"a00914a65255bfe11b4e73e3437d90c1b7cde91effeae874f1578a91db9616e0","1"
"a005ab86755f40f06224f54c2353ea3743205d39e6f5c34a7deffa188bc8da83","1"
"a005d9b3c43f7f37eec3da43980c204aa394661072243042af69a5902c138421","1"
"a0060196021082fba6fab84b888644c136a0e56065b12a1e1ca4b4b120925749","1"
"a00d52c8c8a8c52a1fbba820647d58bc8dc23ec201a702de23841acb219a4be8","1"
"a0028a201d7f0c9863884a5d1581f8817f7c489fb5f8d6e2e60c6a45ade43ec1","1"
"a00a08c8219f026f70664a13b007e8dc7c5a5aca290e767a7aed0cb9c812b86c","1"
"a006b28e1bbe074b6905cd5ff114ea4213e0ae41f70359ea9dd466ba86427f38","1"
"a00e356bb59511d15d176fb9d002168cf653fed0b4efb33c1674f02d6ddbcfc3","1"
"a00370f290c0a8bb3ade43763310e6f4f0bac79307e94f36dc128ad1177cb813","1"
"a00e71b8fb9ad4e332ba62e2108a5754861155963346fb0fc7ed37c372f5b158","1"
"a00726d16c6897f07949507f6d046a7e61a6ca29b22a4df44057e050ee4c2ac2","1"
"a00add2071bb1c8e1288c342c4a865d17d566a17e048ceab6aeee4b12a91dff5","1"
"a00ea542a6a1630f44cf400c89265599cf3aa5bfd53d3382b40b5cfd539d862f","1"
"a00415a5922e6baafacfeb8e6f9088a62c4076a0b1819d370f9fbb5a67403215","1"
"a0045bd9290bd1d4539f296a134902bf58dc3dc68eed53877035de7ca78f3827","1"
"a00b7161c694821bc9a8346db02405226288d5c19944e0d8e78f75e3784bb8d3","1"
"a007d6a6dfa87e5bf2e57e6537b8ec7d71edab8831cbe64b56d0ddf1e2c73b3a","1"
"a00bda68a2662149eda14dcabc769c33dd826a5c69e665b7562efd25d0bf769d","1"
"a008357ad80ed4e66774509d5ba362b33dbbc45b6bdac5a7db8d135c7d941fc1","1"
"a008a68627d146528672ee31524cb8edb1d5aef13c2cbe78e096f42edcc87876","1"
"a00c6423558435989663f804378b41ca98e10e0b786d6f8751d1181f7d3aa7b0","1"
"a001814699f6ac5f0693a8463c3cccccdde736b9feb5b7bf6c21a50d9c0994ec","1"
"a008d5a3c4f6b4e4e58b00862b27f8dfebaed570c83ffe3e0aa9c8094541cfc4","1"
"a005931efca05ef70a181b54ac8a3790dd23196928eb00764630021fc3e7fc9e","1"
"a001e911b259d233446fa473e79a117b4e72ff2dc6ad1bd2ff40445e0bba5774","1"
"a0096a9ff78e814483983c41b6be6c3470f60613b928898c92cee2aebed900c8","1"
"a00225b744a734e51b2262567572898c4c09733ab45898e5b3d0f57ecf9394c8","1"
"a0026bbf9a38ed23ce18c8fa1add72beab3490ffa1fb6893facb7dee6fa46e39","1"
"a00297c37dd30eba498fce12d5a67439ecd7ed037b1516bff7711353609d9647","1"
"a00375e3d6c1d1aadf8ef4197b3e89ed3876686e56bb120a05b242cec3554a87","1"
"a00abd34d83734cc2c49889d60f1a645b471b88e5155728385dbefd5eba21f25","1"
"a00ae9c047a7f3a9f9fa022849ec8858da75c564a173973430c0b40da0b1af9c","1"
"a003fef920a96c9fda6d3cba0d031c5ffb04b6716ab100a88788fdcc513fa6bb","1"
"a00b8168c974a406e364d541cab05845e2fdc0f0dbc993e0b89ea56add2bc63d","1"
"a004a26ef3d09049bb5682acf4ade09575a5689f9d2881d10325200df4267e60","1"
"a000e04ad8db79e8c4dd2dfbfd665fe6ae0133e162b565b8873d4d0f50658d9c","1"
"a004cf622686520abbe12021c5836b6c997b536113aa99b22e678cc10ea89dd9","1"
"a00142f66ea27c73602a764aa40f569d13790667d28b516682c63bfe15adfb09","1"
"a005186dc8749f885ce03c32c38fabbb4892917a297f80819e099d9803eacd59","1"
